foia,request_date,due_dat,execute_dat,delta_days,compliant
13-2464 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2465 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2466 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2467 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2468 , 2013-06-21 , 2013-06-28 , 2013-06-26 , 5 , True
13-2469 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2470 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2471 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2472 , 2013-06-21 , 2013-06-28 , 2013-06-25 , 4 , True
13-2473 , 2013-06-21 , 2013-06-28 , 2013-07-05 , 14 , False
13-2474 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2475 , 2013-06-21 , 2013-06-28 , 2013-06-25 , 4 , True
13-2476 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2477 , 2013-06-21 , 2013-06-28 , 2013-07-08 , 17 , False
13-2478 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2479 , 2013-06-21 , 2013-06-28 , 2013-06-24 , 3 , True
13-2480 , 2013-06-21 , 2013-06-28 , 2013-06-26 , 5 , True
13-2481 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2482 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2483 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2484 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2485 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2486 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2487 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2488 , 2013-06-24 , 2013-07-01 , 2013-06-27 , 3 , True
13-2489 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2490 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2491 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2492 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2493 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2494 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2495 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2496 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2497 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2498 , 2013-06-24 , 2013-07-01 , 2013-06-25 , 1 , True
13-2499 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2500 , 2013-06-24 , 2013-07-01 , 2013-06-24 , 0 , True
13-2501 , 2013-06-24 , 2013-07-01 , 2013-08-28 , 65 , False
13-2502 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2503 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2504 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2505 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2506 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2507 , 2013-06-25 , 2013-07-02 , 2013-07-22 , 27 , False
13-2508 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2509 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2510 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2511 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2512 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2513 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2514 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2515 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2516 , 2013-06-25 , 2013-07-02 , 2013-06-25 , 0 , True
13-2517 , 2013-06-25 , 2013-07-02 , 2013-06-26 , 1 , True
13-2518 , 2013-06-25 , 2013-07-02 , 2013-06-26 , 1 , True
13-2519 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2520 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2521 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2522 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2523 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2524 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2525 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2526 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2527 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2528 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2529 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2530 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2531 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2532 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2533 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2534 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2535 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2536 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2537 , 2013-06-26 , 2013-07-03 , 2013-07-02 , 6 , False
13-2538 , 2013-06-26 , 2013-07-03 , 2013-07-15 , 19 , False
13-2539 , 2013-06-26 , 2013-07-03 , 2013-06-26 , 0 , True
13-2540 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2541 , 2013-06-27 , 2013-07-04 , 2013-07-03 , 6 , False
13-2542 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2543 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2544 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2545 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2546 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2547 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2548 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2549 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2550 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2551 , 2013-06-27 , 2013-07-04 , 2013-06-27 , 0 , True
13-2552 , 2013-06-27 , 2013-07-04 , 2013-06-28 , 1 , True
13-2553 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2554 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2555 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2556 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2557 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2558 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2559 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2560 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2561 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2562 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2563 , 2013-06-28 , 2013-07-05 , 2013-07-10 , 12 , False
13-2564 , 2013-06-28 , 2013-07-05 , 2013-07-17 , 19 , False
13-2565 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2566 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2567 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2568 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2569 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2570 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2571 , 2013-06-28 , 2013-07-05 , 2013-08-08 , 41 , False
13-2572 , 2013-06-28 , 2013-07-05 , 2013-07-08 , 10 , False
13-2573 , 2013-06-28 , 2013-07-05 , 2013-07-10 , 12 , False
13-2574 , 2013-06-28 , 2013-07-05 , 2013-07-02 , 4 , True
13-2575 , 2013-06-28 , 2013-07-05 , 2013-06-28 , 0 , True
13-2576 , 2013-06-28 , 2013-07-05 , 2013-07-01 , 3 , True
13-2577 , 2013-06-28 , 2013-07-05 , 2013-07-01 , 3 , True
13-2578 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2579 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2580 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2581 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2582 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2583 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2584 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2585 , 2013-07-01 , 2013-07-08 , 2013-07-02 , 1 , True
13-2586 , 2013-07-01 , 2013-07-08 , 2013-07-02 , 1 , True
13-2587 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2588 , 2013-07-01 , 2013-07-08 , 2013-07-02 , 1 , True
13-2589 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2590 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2591 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2592 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2593 , 2013-07-01 , 2013-07-08 , 2013-07-02 , 1 , True
13-2594 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2595 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2596 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2597 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2598 , 2013-07-01 , 2013-07-08 , 2013-07-01 , 0 , True
13-2599 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2600 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2601 , 2013-07-02 , 2013-07-09 , 2013-08-14 , 43 , False
13-2602 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2603 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2604 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2605 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2606 , 2013-07-02 , 2013-07-09 , 2013-07-23 , 21 , False
13-2607 , 2013-07-02 , 2013-07-09 , 2013-07-09 , 7 , False
13-2608 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2609 , 2013-07-02 , 2013-07-09 , 2013-07-17 , 15 , False
13-2610 , 2013-07-02 , 2013-07-09 , 2013-07-10 , 8 , False
13-2611 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2612 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2613 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2614 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2615 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2616 , 2013-07-02 , 2013-07-09 , 2013-07-02 , 0 , True
13-2617 , 2013-07-02 , 2013-07-09 , 2013-07-29 , 27 , False
13-2618 , 2013-07-03 , 2013-07-10 , 2013-07-08 , 5 , True
13-2619 , 2013-07-03 , 2013-07-10 , 2013-07-19 , 16 , False
13-2620 , 2013-07-03 , 2013-07-10 , 2013-07-03 , 0 , True
13-2621 , 2013-07-03 , 2013-07-10 , 2013-07-15 , 12 , False
13-2622 , 2013-07-03 , 2013-07-10 , 2013-07-08 , 5 , True
13-2623 , 2013-07-03 , 2013-07-10 , 2013-07-03 , 0 , True
13-2624 , 2013-07-03 , 2013-07-10 , 2013-07-18 , 15 , False
13-2625 , 2013-07-03 , 2013-07-10 , 2013-07-11 , 8 , False
13-2626 , 2013-07-03 , 2013-07-10 , 2013-07-03 , 0 , True
13-2627 , 2013-07-03 , 2013-07-10 , 2013-07-03 , 0 , True
13-2628 , 2013-07-03 , 2013-07-10 , 2013-07-03 , 0 , True
13-2629 , 2013-07-03 , 2013-07-10 , 2013-07-11 , 8 , False
13-2630 , 2013-07-03 , 2013-07-10 , 2013-07-08 , 5 , True
13-2631 , 2013-07-03 , 2013-07-10 , 2013-07-08 , 5 , True
13-2632 , 2013-07-03 , 2013-07-10 , 2013-07-11 , 8 , False
13-2633 , 2013-07-05 , 2013-07-12 , 2013-07-08 , 3 , True
13-2634 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2635 , 2013-07-05 , 2013-07-12 , 2013-07-05 , 0 , True
13-2636 , 2013-07-05 , 2013-07-12 , 2013-07-05 , 0 , True
13-2637 , 2013-07-05 , 2013-07-12 , 2013-07-08 , 3 , True
13-2638 , 2013-07-05 , 2013-07-12 , 2013-07-10 , 5 , True
13-2639 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2640 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2641 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2642 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2643 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2644 , 2013-07-05 , 2013-07-12 , 2013-07-17 , 12 , False
13-2645 , 2013-07-05 , 2013-07-12 , 2013-07-12 , 7 , False
13-2646 , 2013-07-05 , 2013-07-12 , 2013-07-05 , 0 , True
13-2647 , 2013-07-05 , 2013-07-12 , 2013-07-12 , 7 , False
13-2648 , 2013-07-05 , 2013-07-12 , 2013-07-12 , 7 , False
13-2649 , 2013-07-05 , 2013-07-12 , 2013-07-12 , 7 , False
13-2650 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2651 , 2013-07-05 , 2013-07-12 , 2013-07-12 , 7 , False
13-2652 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2653 , 2013-07-05 , 2013-07-12 , 2013-07-05 , 0 , True
13-2654 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2655 , 2013-07-05 , 2013-07-12 , 2013-07-08 , 3 , True
13-2656 , 2013-07-08 , 2013-07-15 , 2013-07-08 , 0 , True
13-2657 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2658 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2659 , 2013-07-08 , 2013-07-15 , 2013-07-17 , 9 , False
13-2660 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2661 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2662 , 2013-07-08 , 2013-07-15 , 2013-07-16 , 8 , False
13-2663 , 2013-07-08 , 2013-07-15 , 2013-07-08 , 0 , True
13-2664 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2665 , 2013-07-08 , 2013-07-15 , 2013-07-16 , 8 , False
13-2666 , 2013-07-08 , 2013-07-15 , 2013-07-16 , 8 , False
13-2667 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2668 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2669 , 2013-07-08 , 2013-07-15 , 2013-07-12 , 4 , True
13-2670 , 2013-07-08 , 2013-07-15 , 2013-07-15 , 7 , False
13-2671 , 2013-07-08 , 2013-07-15 , 2013-07-12 , 4 , True
13-2672 , 2013-07-08 , 2013-07-15 , 2013-07-12 , 4 , True
13-2673 , 2013-07-08 , 2013-07-15 , 2013-07-16 , 8 , False
13-2674 , 2013-07-08 , 2013-07-15 , 2013-07-11 , 3 , True
13-2675 , 2013-07-08 , 2013-07-15 , 2013-07-10 , 2 , True
13-2676 , 2013-07-08 , 2013-07-15 , 2013-07-10 , 2 , True
13-2677 , 2013-07-08 , 2013-07-15 , 2013-07-10 , 2 , True
13-2678 , 2013-07-08 , 2013-07-15 , 2013-07-09 , 1 , True
13-2679 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2680 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2681 , 2013-07-09 , 2013-07-16 , 2013-07-09 , 0 , True
13-2682 , 2013-07-09 , 2013-07-16 , 2013-07-09 , 0 , True
13-2683 , 2013-07-09 , 2013-07-16 , 2013-07-09 , 0 , True
13-2684 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2685 , 2013-07-09 , 2013-07-16 , 2013-07-09 , 0 , True
13-2686 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2687 , 2013-07-09 , 2013-07-16 , 2013-07-12 , 3 , True
13-2688 , 2013-07-09 , 2013-07-16 , 2013-07-10 , 1 , True
13-2689 , 2013-07-09 , 2013-07-16 , 2013-07-09 , 0 , True
13-2690 , 2013-07-09 , 2013-07-16 , 2013-07-09 , 0 , True
13-2691 , 2013-07-09 , 2013-07-16 , 2013-07-15 , 6 , False
13-2692 , 2013-07-09 , 2013-07-16 , 2013-07-10 , 1 , True
13-2693 , 2013-07-09 , 2013-07-16 , 2013-07-10 , 1 , True
13-2694 , 2013-07-09 , 2013-07-16 , 2013-07-12 , 3 , True
13-2695 , 2013-07-09 , 2013-07-16 , 2013-07-12 , 3 , True
13-2696 , 2013-07-09 , 2013-07-16 , 2013-07-10 , 1 , True
13-2697 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2698 , 2013-07-09 , 2013-07-16 , 2013-07-17 , 8 , False
13-2699 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2700 , 2013-07-09 , 2013-07-16 , 2013-07-16 , 7 , False
13-2701 , 2013-07-09 , 2013-07-16 , 2013-07-17 , 8 , False
13-2702 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2703 , 2013-07-10 , 2013-07-17 , 2013-07-25 , 15 , False
13-2704 , 2013-07-10 , 2013-07-17 , 2013-07-17 , 7 , False
13-2705 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2706 , 2013-07-10 , 2013-07-17 , 2013-07-10 , 0 , True
13-2707 , 2013-07-10 , 2013-07-17 , 2013-07-10 , 0 , True
13-2708 , 2013-07-10 , 2013-07-17 , 2013-07-10 , 0 , True
13-2709 , 2013-07-10 , 2013-07-17 , 2013-07-10 , 0 , True
13-2710 , 2013-07-10 , 2013-07-17 , 2013-07-15 , 5 , True
13-2711 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2712 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2713 , 2013-07-10 , 2013-07-17 , 2013-07-10 , 0 , True
13-2714 , 2013-07-08 , 2013-07-15 , 2013-07-10 , 2 , True
13-2715 , 2013-07-10 , 2013-07-17 , 2013-07-17 , 7 , False
13-2716 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2717 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2718 , 2013-07-10 , 2013-07-17 , 2013-07-17 , 7 , False
13-2719 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2720 , 2013-07-10 , 2013-07-17 , 2013-07-16 , 6 , False
13-2721 , 2013-07-05 , 2013-07-12 , 2013-07-11 , 6 , False
13-2722 , 2013-07-10 , 2013-07-17 , 2013-07-22 , 12 , False
13-2723 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2724 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2725 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2726 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2727 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2728 , 2013-07-10 , 2013-07-17 , 2013-07-11 , 1 , True
13-2729 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2730 , 2013-07-11 , 2013-07-18 , 2013-07-16 , 5 , True
13-2731 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2732 , 2013-07-11 , 2013-07-18 , 2013-07-11 , 0 , True
13-2733 , 2013-07-12 , 2013-07-19 , 2013-07-31 , 19 , False
13-2734 , 2013-07-12 , 2013-07-19 , 2013-07-30 , 18 , False
13-2735 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2736 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2737 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2738 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2739 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2740 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2741 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2742 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2743 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2744 , 2013-07-12 , 2013-07-19 , 2013-07-12 , 0 , True
13-2745 , 2013-07-12 , 2013-07-19 , 2013-07-18 , 6 , False
13-2746 , 2013-07-12 , 2013-07-19 , 2013-07-25 , 13 , False
13-2747 , 2013-07-12 , 2013-07-19 , 2013-07-17 , 5 , True
13-2748 , 2013-07-12 , 2013-07-19 , 2013-07-19 , 7 , False
13-2749 , 2013-07-12 , 2013-07-19 , 2013-07-23 , 11 , False
13-2750 , 2013-07-12 , 2013-07-19 , 2013-07-15 , 3 , True
13-2751 , 2013-07-12 , 2013-07-19 , 2013-07-15 , 3 , True
13-2752 , 2013-07-12 , 2013-07-19 , 2013-07-15 , 3 , True
13-2753 , 2013-07-12 , 2013-07-19 , 2013-07-15 , 3 , True
13-2754 , 2013-07-12 , 2013-07-19 , 2013-07-22 , 10 , False
13-2755 , 2013-07-15 , 2013-07-22 , 2013-07-19 , 4 , True
13-2756 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2757 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2758 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2759 , 2013-07-15 , 2013-07-22 , 2013-07-16 , 1 , True
13-2760 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2761 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2762 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2763 , 2013-07-15 , 2013-07-22 , 2013-07-19 , 4 , True
13-2764 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2765 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2766 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2767 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2768 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2769 , 2013-07-15 , 2013-07-22 , 2013-07-16 , 1 , True
13-2770 , 2013-07-15 , 2013-07-22 , 2013-07-19 , 4 , True
13-2771 , 2013-07-15 , 2013-07-22 , 2013-07-23 , 8 , False
13-2772 , 2013-07-15 , 2013-07-22 , 2013-08-02 , 18 , False
13-2773 , 2013-07-15 , 2013-07-22 , 2013-07-16 , 1 , True
13-2774 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2775 , 2013-07-15 , 2013-07-22 , 2013-07-23 , 8 , False
13-2776 , 2013-07-15 , 2013-07-22 , 2013-07-19 , 4 , True
13-2777 , 2013-07-15 , 2013-07-22 , 2013-08-13 , 29 , False
13-2778 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2779 , 2013-07-15 , 2013-07-22 , 2013-07-16 , 1 , True
13-2780 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2781 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2782 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2783 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2784 , 2013-07-15 , 2013-07-22 , 2013-07-23 , 8 , False
13-2785 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2786 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2787 , 2013-07-15 , 2013-07-22 , 2013-07-17 , 2 , True
13-2788 , 2013-07-15 , 2013-07-22 , 2013-07-15 , 0 , True
13-2789 , 2013-07-15 , 2013-07-22 , 2013-07-19 , 4 , True
13-2790 , 2013-07-16 , 2013-07-23 , 2013-07-31 , 15 , False
13-2791 , 2013-07-16 , 2013-07-23 , 2013-07-19 , 3 , True
13-2792 , 2013-07-16 , 2013-07-23 , 2013-07-18 , 2 , True
13-2793 , 2013-07-16 , 2013-07-23 , 2013-07-19 , 3 , True
13-2794 , 2013-07-16 , 2013-07-23 , 2013-07-19 , 3 , True
13-2795 , 2013-07-16 , 2013-07-23 , 2013-07-16 , 0 , True
13-2796 , 2013-07-16 , 2013-07-23 , 2013-07-26 , 10 , False
13-2797 , 2013-07-16 , 2013-07-23 , 2013-07-16 , 0 , True
13-2798 , 2013-07-16 , 2013-07-23 , 2013-07-16 , 0 , True
13-2799 , 2013-07-16 , 2013-07-23 , 2013-07-16 , 0 , True
13-2800 , 2013-07-16 , 2013-07-23 , 2013-07-22 , 6 , False
13-2801 , 2013-07-16 , 2013-07-23 , 2013-07-16 , 0 , True
13-2802 , 2013-07-16 , 2013-07-23 , 2013-07-17 , 1 , True
13-2803 , 2013-07-16 , 2013-07-23 , 2013-07-17 , 1 , True
13-2804 , 2013-07-16 , 2013-07-23 , 2013-07-18 , 2 , True
13-2805 , 2013-07-16 , 2013-07-23 , 2013-07-25 , 9 , False
13-2806 , 2013-07-16 , 2013-07-23 , 2013-07-17 , 1 , True
13-2807 , 2013-07-16 , 2013-07-23 , 2013-07-17 , 1 , True
13-2808 , 2013-07-16 , 2013-07-23 , 2013-07-24 , 8 , False
13-2809 , 2013-07-16 , 2013-07-23 , 2013-07-30 , 14 , False
13-2810 , 2013-07-16 , 2013-07-23 , 2013-07-23 , 7 , False
13-2811 , 2013-07-16 , 2013-07-23 , 2013-08-14 , 29 , False
13-2812 , 2013-07-17 , 2013-07-24 , 2013-07-25 , 8 , False
13-2813 , 2013-07-17 , 2013-07-24 , 2013-07-25 , 8 , False
13-2814 , 2013-07-17 , 2013-07-24 , 2013-07-18 , 1 , True
13-2815 , 2013-07-17 , 2013-07-24 , 2013-07-23 , 6 , False
13-2816 , 2013-07-17 , 2013-07-24 , 2013-08-15 , 29 , False
13-2817 , 2013-07-17 , 2013-07-24 , 2013-07-15 , -2 , True
13-2818 , 2013-07-17 , 2013-07-24 , 2013-07-19 , 2 , True
13-2819 , 2013-07-17 , 2013-07-24 , 2013-07-18 , 1 , True
13-2820 , 2013-07-17 , 2013-07-24 , 2013-07-18 , 1 , True
13-2821 , 2013-07-17 , 2013-07-24 , 2013-07-18 , 1 , True
