foia,request_date,due_dat,execute_dat,delta_days,compliant
13-2105 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2106 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2107 , 2013-05-24 , 2013-05-31 , 2013-05-24 , 0 , True
13-2108 , 2013-05-24 , 2013-05-31 , 2013-05-24 , 0 , True
13-2109 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2110 , 2013-05-24 , 2013-05-31 , 2013-05-31 , 7 , False
13-2111 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2112 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2113 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2114 , 2013-05-24 , 2013-05-31 , 2013-05-24 , 0 , True
13-2115 , 2013-05-24 , 2013-05-31 , 2013-05-24 , 0 , True
13-2116 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2117 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2118 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2119 , 2013-05-24 , 2013-05-31 , 2013-05-24 , 0 , True
13-2120 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2121 , 2013-05-24 , 2013-05-31 , 2013-05-24 , 0 , True
13-2122 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2123 , 2013-05-24 , 2013-05-31 , 2013-05-29 , 5 , True
13-2124 , 2013-05-24 , 2013-05-31 , 2013-06-12 , 19 , False
13-2125 , 2013-05-28 , 2013-06-04 , 2013-05-29 , 1 , True
13-2126 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2127 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2128 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2129 , 2013-05-24 , 2013-05-31 , 2013-05-28 , 4 , True
13-2130 , 2013-05-28 , 2013-06-04 , 2013-05-28 , 0 , True
13-2131 , 2013-05-28 , 2013-06-04 , 2013-05-28 , 0 , True
13-2132 , 2013-05-28 , 2013-06-04 , 2013-05-28 , 0 , True
13-2133 , 2013-05-28 , 2013-06-04 , 2013-05-28 , 0 , True
13-2134 , 2013-05-29 , 2013-06-05 , 2013-06-12 , 14 , False
13-2135 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2136 , 2013-05-29 , 2013-06-05 , 2013-06-18 , 20 , False
13-2137 , 2013-05-29 , 2013-06-05 , 2013-05-31 , 2 , True
13-2138 , 2013-05-29 , 2013-06-05 , 2013-06-12 , 14 , False
13-2139 , 2013-05-29 , 2013-06-05 , 2013-06-05 , 7 , False
13-2140 , 2013-05-28 , 2013-06-04 , 2013-05-29 , 1 , True
13-2141 , 2013-05-28 , 2013-06-04 , 2013-05-28 , 0 , True
13-2142 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2143 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2144 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2145 , 2013-05-29 , 2013-06-05 , 2013-06-03 , 5 , True
13-2146 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2147 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2148 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2149 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2150 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2151 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2152 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2153 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2154 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2155 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2156 , 2013-05-29 , 2013-06-05 , 2013-05-29 , 0 , True
13-2157 , 2013-05-29 , 2013-06-05 , 2013-06-05 , 7 , False
13-2158 , 2013-05-29 , 2013-06-05 , 2013-05-31 , 2 , True
13-2159 , 2013-05-29 , 2013-06-05 , 2013-05-31 , 2 , True
13-2160 , 2013-05-29 , 2013-06-05 , 2013-05-30 , 1 , True
13-2161 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2162 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2163 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2164 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2165 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2166 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2167 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2168 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2169 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2170 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2171 , 2013-05-30 , 2013-06-06 , 2013-05-30 , 0 , True
13-2172 , 2013-05-31 , 2013-06-07 , 2013-06-17 , 17 , False
13-2173 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2174 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2175 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2176 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2177 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2178 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2179 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2180 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2181 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2182 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2183 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2184 , 2013-05-31 , 2013-06-07 , 2013-05-31 , 0 , True
13-2185 , 2013-05-31 , 2013-06-07 , 2013-06-17 , 17 , False
13-2186 , 2013-06-03 , 2013-06-10 , 2013-06-03 , 0 , True
13-2187 , 2013-06-03 , 2013-06-10 , 2013-06-20 , 17 , False
13-2188 , 2013-06-03 , 2013-06-10 , 2013-06-04 , 1 , True
13-2189 , 2013-06-03 , 2013-06-10 , 2013-06-03 , 0 , True
13-2190 , 2013-06-03 , 2013-06-10 , 2013-06-10 , 7 , False
13-2191 , 2013-06-03 , 2013-06-10 , 2013-06-03 , 0 , True
13-2192 , 2013-06-03 , 2013-06-10 , 2013-06-04 , 1 , True
13-2193 , 2013-06-03 , 2013-06-10 , 2013-06-03 , 0 , True
13-2194 , 2013-05-31 , 2013-06-07 , 2013-06-03 , 3 , True
13-2195 , 2013-06-03 , 2013-06-10 , 2013-06-03 , 0 , True
13-2196 , 2013-06-03 , 2013-06-10 , 2013-06-03 , 0 , True
13-2197 , 2013-06-04 , 2013-06-11 , 2013-06-13 , 9 , False
13-2198 , 2013-06-04 , 2013-06-11 , 2013-06-03 , -1 , True
13-2199 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2200 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2201 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2202 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2203 , 2013-06-04 , 2013-06-11 , 2013-06-21 , 17 , False
13-2204 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2205 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2206 , 2013-06-04 , 2013-06-11 , 2013-06-05 , 1 , True
13-2207 , 2013-06-04 , 2013-06-11 , 2013-06-07 , 3 , True
13-2208 , 2013-06-04 , 2013-06-11 , 2013-06-06 , 2 , True
13-2209 , 2013-06-04 , 2013-06-11 , 2013-06-07 , 3 , True
13-2210 , 2013-06-04 , 2013-06-11 , 2013-06-04 , 0 , True
13-2211 , 2013-06-05 , 2013-06-12 , 2013-06-05 , 0 , True
13-2212 , 2013-06-05 , 2013-06-12 , 2013-06-05 , 0 , True
13-2213 , 2013-06-05 , 2013-06-12 , 2013-06-05 , 0 , True
13-2214 , 2013-06-05 , 2013-06-12 , 2013-06-05 , 0 , True
13-2215 , 2013-06-05 , 2013-06-12 , 2013-05-05 , -31 , True
13-2216 , 2013-06-05 , 2013-06-12 , 2013-06-12 , 7 , False
13-2217 , 2013-06-05 , 2013-06-12 , 2013-06-05 , 0 , True
13-2218 , 2013-06-05 , 2013-06-12 , 2013-06-06 , 1 , True
13-2219 , 2013-06-05 , 2013-06-12 , 2013-06-10 , 5 , True
13-2220 , 2013-06-05 , 2013-06-12 , 2013-06-10 , 5 , True
13-2221 , 2013-06-05 , 2013-06-12 , 2013-06-10 , 5 , True
13-2222 , 2013-06-05 , 2013-06-12 , 2013-06-05 , 0 , True
13-2223 , 2013-06-05 , 2013-06-12 , 2013-06-19 , 14 , False
13-2224 , 2013-06-05 , 2013-06-12 , 2013-06-06 , 1 , True
13-2225 , 2013-06-05 , 2013-06-12 , 2013-06-06 , 1 , True
13-2226 , 2013-06-05 , 2013-06-12 , 2013-05-06 , -30 , True
13-2227 , 2013-06-05 , 2013-06-12 , 2013-06-06 , 1 , True
13-2228 , 2013-06-05 , 2013-06-12 , 2013-06-06 , 1 , True
13-2229 , 2013-06-05 , 2013-06-12 , 2013-06-06 , 1 , True
13-2230 , 2013-06-05 , 2013-06-12 , 2013-05-07 , -29 , True
13-2231 , 2013-06-05 , 2013-06-12 , 2013-06-07 , 2 , True
13-2232 , 2013-06-05 , 2013-06-12 , 2013-06-10 , 5 , True
13-2233 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2234 , 2013-06-06 , 2013-06-13 , 2013-06-19 , 13 , False
13-2235 , 2013-06-06 , 2013-06-13 , 2013-06-14 , 8 , False
13-2236 , 2013-06-06 , 2013-06-13 , 2013-06-19 , 13 , False
13-2237 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2238 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2239 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2240 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2241 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2242 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2243 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2244 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2245 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2246 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2247 , 2013-06-06 , 2013-06-13 , 2013-06-07 , 1 , True
13-2248 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2249 , 2013-06-06 , 2013-06-13 , 2013-06-12 , 6 , False
13-2250 , 2013-06-06 , 2013-06-13 , 2013-06-24 , 18 , False
13-2251 , 2013-06-06 , 2013-06-13 , 2013-06-19 , 13 , False
13-2252 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2253 , 2013-06-06 , 2013-06-13 , 2013-06-06 , 0 , True
13-2254 , 2013-06-06 , 2013-06-13 , 2013-06-07 , 1 , True
13-2255 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2256 , 2013-06-06 , 2013-06-13 , 2013-06-10 , 4 , True
13-2257 , 2013-05-06 , 2013-05-13 , 2013-06-06 , 31 , False
13-2258 , 2013-06-06 , 2013-06-13 , 2013-06-07 , 1 , True
13-2259 , 2013-06-06 , 2013-06-13 , 2013-06-13 , 7 , False
13-2260 , 2013-06-06 , 2013-06-13 , 2013-06-26 , 20 , False
13-2261 , 2013-06-06 , 2013-06-13 , 2013-06-07 , 1 , True
13-2262 , 2013-06-07 , 2013-06-14 , 2013-06-21 , 14 , False
13-2263 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2264 , 2013-06-07 , 2013-06-14 , 2013-06-21 , 14 , False
13-2265 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2266 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2267 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2268 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2269 , 2013-06-07 , 2013-06-14 , 2013-05-07 , -31 , True
13-2270 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2271 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2272 , 2013-06-07 , 2013-06-14 , 2013-06-11 , 4 , True
13-2273 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2274 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2275 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2276 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2277 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2278 , 2013-06-07 , 2013-06-14 , 2013-06-10 , 3 , True
13-2279 , 2013-06-07 , 2013-06-14 , 2013-06-07 , 0 , True
13-2280 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2281 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2282 , 2013-06-10 , 2013-06-17 , 2013-06-12 , 2 , True
13-2283 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2284 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2285 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2286 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2287 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2288 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2289 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2290 , 2013-06-10 , 2013-06-17 , 2013-06-12 , 2 , True
13-2291 , 2013-06-10 , 2013-06-17 , 2013-06-10 , 0 , True
13-2292 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2293 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2294 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2295 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2296 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2297 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2298 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2299 , 2013-06-11 , 2013-06-18 , 2013-06-17 , 6 , False
13-2300 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2301 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2302 , 2013-06-11 , 2013-06-18 , 2013-06-12 , 1 , True
13-2303 , 2013-06-11 , 2013-06-18 , 2013-06-14 , 3 , True
13-2304 , 2013-06-11 , 2013-06-18 , 2013-06-12 , 1 , True
13-2305 , 2013-06-11 , 2013-06-18 , 2013-06-14 , 3 , True
13-2306 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2307 , 2013-06-11 , 2013-06-18 , 2013-06-13 , 2 , True
13-2308 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2309 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2310 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2311 , 2013-06-11 , 2013-06-18 , 2013-06-18 , 7 , False
13-2312 , 2013-06-11 , 2013-06-18 , 2013-06-11 , 0 , True
13-2313 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2314 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2315 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2316 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2317 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2318 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2319 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2320 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2321 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2322 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2323 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2324 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2325 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2326 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2327 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2328 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2329 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2330 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2331 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2332 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2333 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2334 , 2013-06-12 , 2013-06-19 , 2013-06-13 , 1 , True
13-2335 , 2013-06-12 , 2013-06-19 , 2013-06-17 , 5 , True
13-2336 , 2013-06-12 , 2013-06-19 , 2013-06-18 , 6 , False
13-2337 , 2013-06-12 , 2013-06-19 , 2013-06-19 , 7 , False
13-2338 , 2013-06-12 , 2013-06-19 , 2013-06-12 , 0 , True
13-2339 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2340 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2341 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2342 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2343 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2344 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2345 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2346 , 2013-06-13 , 2013-06-20 , 2013-06-12 , -1 , True
13-2347 , 2013-06-13 , 2013-06-20 , 2013-06-12 , -1 , True
13-2348 , 2013-06-13 , 2013-06-20 , 2013-06-12 , -1 , True
13-2349 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2350 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2351 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2352 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2353 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2354 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2355 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2356 , 2013-06-13 , 2013-06-20 , 2013-06-14 , 1 , True
13-2357 , 2013-06-13 , 2013-06-20 , 2013-06-13 , 0 , True
13-2358 , 2013-06-13 , 2013-06-20 , 2013-06-28 , 15 , False
13-2359 , 2013-06-13 , 2013-06-20 , 2013-06-18 , 5 , True
13-2360 , 2013-06-14 , 2013-06-21 , 2013-06-20 , 6 , False
13-2361 , 2013-06-14 , 2013-06-21 , 2013-06-17 , 3 , True
13-2363 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2364 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2365 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2366 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2367 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2368 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2369 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2370 , 2013-06-14 , 2013-06-21 , 2013-06-24 , 10 , False
13-2371 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2372 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2373 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2374 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2375 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2376 , 2013-06-14 , 2013-06-21 , 2013-06-14 , 0 , True
13-2377 , 2013-06-14 , 2013-06-21 , 2013-06-24 , 10 , False
13-2378 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2379 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2380 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2381 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2382 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2383 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2384 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2385 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2386 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2387 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2388 , 2013-06-17 , 2013-06-24 , 2013-06-24 , 7 , False
13-2389 , 2013-06-17 , 2013-06-24 , 2013-07-05 , 18 , False
13-2390 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2391 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2392 , 2013-06-17 , 2013-06-24 , 2013-06-17 , 0 , True
13-2393 , 2013-06-17 , 2013-06-24 , 2013-07-01 , 14 , False
13-2394 , 2013-06-17 , 2013-06-24 , 2013-06-18 , 1 , True
13-2395 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2396 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2397 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2398 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2399 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2400 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2401 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2402 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2403 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2404 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2405 , 2013-06-18 , 2013-06-25 , 2013-06-21 , 3 , True
13-2406 , 2013-06-18 , 2013-06-25 , 2013-06-27 , 9 , False
13-2407 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2408 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2409 , 2013-06-18 , 2013-06-25 , 2013-06-18 , 0 , True
13-2410 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2411 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2412 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2413 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2414 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2415 , 2013-06-19 , 2013-06-26 , 2013-07-15 , 26 , False
13-2416 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2417 , 2013-06-19 , 2013-06-26 , 2013-06-24 , 5 , True
13-2418 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2419 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2420 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2421 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2422 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2423 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2424 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2425 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2426 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2427 , 2013-06-19 , 2013-06-26 , 2013-05-20 , -30 , True
13-2428 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2429 , 2013-06-19 , 2013-06-26 , 2013-06-20 , 1 , True
13-2430 , 2013-06-19 , 2013-06-26 , 2013-06-24 , 5 , True
13-2431 , 2013-06-19 , 2013-06-26 , 2013-06-19 , 0 , True
13-2432 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2433 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2434 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2435 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2436 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2437 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2438 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2439 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2440 , 2013-06-20 , 2013-06-27 , 2013-06-27 , 7 , False
13-2441 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2442 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2443 , 2013-06-20 , 2013-06-27 , 2013-07-15 , 25 , False
13-2444 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2445 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2446 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2447 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2448 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2449 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2450 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2451 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2452 , 2013-06-20 , 2013-06-27 , 2013-11-13 , 146 , False
13-2453 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2454 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2455 , 2013-06-20 , 2013-06-27 , 2013-06-20 , 0 , True
13-2456 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2457 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2458 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2459 , 2013-06-21 , 2013-06-28 , 2013-07-12 , 21 , False
13-2460 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
13-2461 , 2013-06-21 , 2013-06-28 , 2013-06-25 , 4 , True
13-2462 , 2013-06-21 , 2013-06-28 , 2013-07-11 , 20 , False
13-2463 , 2013-06-21 , 2013-06-28 , 2013-06-21 , 0 , True
